Player,Cap Hit (M$)
Vladimir Bobylev,0.775
Shawn Boudrias,0.775
Christopher Brown,0.775
Paul Byron,3.4
Nick Campoli,0.775
Peter Cehlarik,0.7
Rourke Chartier,0.775
Alex Chiasson,0.75
Jakub Chromiak,0.775
Ryan Chyzowski,0.775
Cole Clayton,0.775
Kyle Clifford,0.7625
Billy Constantinou,0.775
Evan Cormier,0.775
David Cotton,0.85875
Joseph Cramarossa,0.75
Kyle Criscuolo,0.775
Tommy Cross,0.75
Daniel DAmato,0.775
Carl Dahlstrom,0.75
Chase De Leo,0.775
Benjamin Finkelstein,0.775
Tarun Fizer,0.775
Parker Foo,0.775
Alexandre Fortin,0.706666
Byron Froese,0.7625
Vasily Glotov,0.775
Derek Grant,1.5
Luke Green,0.744167
Gustavs Davis Grigals,0.775
Troy Grosenick,0.775
Jayden Halbgewachs,0.725
Carson Harmer,0.775
Teemu Hartikainen,0.775
Linus Hogberg,0.75
Julius Honka,0.7
Charles Hudon,0.75
Connor Hughes,0.775
Cam Johnson,0.775
Wyatt Johnson,0.775
Marcus Kallionkieli,0.784722
Vladislav Kamenev,0.75
Ondrej Kase,1.5
Kasimir Kaskisuo,0.7
Marcus Kearsey,0.775
Michal Kempny,0.75
Vladislav Kotkov,0.76
Pavel Kraskovsky,0.775
Carl-Johan Lerby,0.925
Cole Mackay,0.775
Anton Malmstrom,0.91
Kyle McClellan,0.775
Ian McCoshen,0.7
Jayson Megna,0.775
Griffin Mendel,0.79
Cooper Moore,0.775
Brent Moran,0.775
James Neal,0.75
Jack OBrien,0.775
Chase Pearson,0.917831
Brendan Perlini,0.75
Clayton Phillips,0.775
Colton Poolman,0.775
Jakub Pour,0.8425
Kyle Rau,0.75
Peter Reynolds,0.775
Hugo Roy,0.775
Kris Russell,1.25
Markus Ruusu,0.775
Patrik Rybar,0.925
Simon Ryfors,0.75
Brandon Saigeon,0.775
Nikita Scherbak,0.863333
Dan Sexton,0.775
Michael Simpson,0.775
Johan Sodergran,0.791667
Michael Spacek,0.75
Nolan Stevens,0.775
Jordan Subban,0.65
Dmytro Timashov,0.75
Shea Van Olm,0.775
Santeri Virtanen,0.775
Mikhail S. Vorobyov,0.775
Slava Voynov,0.775
Dennis Yan,0.728333
Vladislav Yeryomenko,0.775
Danil Yurtaykin,0.775
Valentin Zykov,0.675
Olivier Adam,0.775
Owen Bartoszkiewicz,0.775
Thatcher Bernstein,0.775
Ian Blomquist,0.775
Vladislav Bryzgalov,0.775
Michael Houser,0.775
Ilya Ivantsov,0.775
Jan Kavan,0.775
Jani Lampinen,0.775
Max Lundgren,0.775
Dmitri Nikolayev,0.775
Jacob Oster,0.775
Ludvig Persson,0.775
Tommy Scarfone,0.775
Vsevolod Skotnikov,0.775
Spencer Abbott,0.775
Will Acton,0.775
Jeremiah Addison,0.72
Mike Aeschlimann,0.775
Danil Alalykin,0.775
Eric Alarie,0.775
Alex Aleardi,0.775
Denis Alexeyev,0.775
Dmitry Alexeyev,0.775
Karl Alzner,4.625
Jonathan Ang,0.745
Linus Arnesson,0.8175
Arvin Atwal,0.775
Matvei Babenko,0.775
Patrick Bajkov,0.809166
Matt Basgall,0.775
Beau Bennett,0.725
Spencer Bennett,0.775
Daniel Bernhardt,0.775
David Bernhardt,0.775
Christoph Bertschy,0.775833
Chris Bigras,0.7
Paul Bissonnette,0.775
Axel Blomqvist,0.775
Dylan Blujus,0.775
Igor Bobkov,0.775
Nicholas Boka,0.775
Eduard Bondar,0.775
Zach Bookman,0.775
Patrick Bordeleau,0.775
Vinny Borgesi,0.775
Rene Bourque,0.775
Simon Bourque,0.72
Zachary Bouthillier,0.775
Landon Bow,0.7
Henry Bowlby,0.75
Derick Brassard,0.75
Francois Brassard,0.775
Alex Broadhurst,0.725
Peteris Bulans,0.775
Frederik Cabana,0.775
Carson Carels,0.775
Brett Chorske,0.775
Nikolaj Krag Christensen,0.775
Justin Cloutier,0.775
Brett Connolly,3.5
Eric Cornel,0.7175
Alex DOrio,0.733333
Philippe Desrosiers,0.75
Alec Dillon,0.775
Jack Dougherty,0.695
Grigori Dronov,0.77
Brandon Dubinsky,5.85
Shawn Element,0.775
Filip Engaras,0.775
Thomas Fenton,0.775
Christian Fitzgerald,0.775
Ryan Fitzgerald,0.75
Eric Florchuk,0.775
C.J. Foley,0.775
Alex Galchenyuk,0.775
Joseph Gambardella,0.75
Ruslan Gazizov,0.775
Liam Gorman,0.775
David Green,0.775
Gustavs Griva,0.775
Jeremy Groleau,0.746667
Brendan Guhle,0.8
Connor Hall,0.775
Patrick Harper,0.925
Scott Harrington,0.75
Tim Harrison,0.775
Liam Hawel,0.775
Matthew Hellickson,0.775
Jeremy Helvig,0.761666
Rob Hennigar,0.775
Riley Hughes,0.775
Michael Hutchinson,0.775
Timur Ibragimov,0.813333
Josh Jacobs,0.775
Emil Johansson,0.775833
Adam Johnson,0.7
Patrik Juhola,0.775
Alex Kannok-Leipert,0.775
Vladislav Kara,0.775
Simon Karlsson,0.775
Tanner Kaspick,0.75
Brady Keeper,0.775
Mario Kempe,0.7
Oscar Klefbom,4.167
Slater Koekkoek,0.925
Jayden Kraus,0.775
Maxim Krovyakov,0.775
Dean Kukan,1.65
Joel LEsperance,0.725
Paul LaDue,0.7625
Johan Larsson,1.4
Martins Lavins,0.775
Cameron Lee,0.775
Nick Leivermann,0.775
Tyler Lewington,0.75
Jeremias Lindewall,0.775
Mitch Love,0.775
Ryan MacInnis,0.75
Alfons Malmstrom,0.775
Maxim Mamin,0.975
Jake Marchment,0.775
Dominik Masin,0.7
Joe Masonius,0.775
Eamon McAdam,0.925
Kadon McCann,0.775
Tom McCollum,0.65
Michael McIvor,0.775
Zbynek Michalek,0.775
Alex Misiak,0.775
Cale Morris,0.75
Bobby Nardella,0.75
Nikita Nesterov,0.7
Andrej Nestrasil,0.775
Andrew Nielsen,0.6975
Nelson Nogier,0.725
Jakov Novak,0.775
Philip Nyberg,0.775
Chad Nychuk,0.775
Joakim Nygard,0.875
Andrew OBrien,0.65
Danny ORegan,0.75
Cal OReilly,0.7
Linus Oberg,0.775
Kyle Okposo,2.5
Kyle Olson,0.775
Richard Panik,2.75
Christopher Paquette,0.775
Matthew Peca,0.7625
Owen Pederson,0.775
Julien Pelletier,0.775
Dustin Penner,0.775
Michal Plutnar,0.775
Emile Poirier,0.881833
Ville Pokka,0.65
Tucker Poolman,2.5
Mark Pysyk,0.775
David Quenneville,0.775833
Michael Raffl,1.1
Aapeli Rasanen,0.775
Damien Riat,0.8175
Stefan Ridderwall,0.775
Tobias Rieder,0.7
Juuso Riikola,1.15
Brett Ritchie,0.75
Jeremy Roy,0.846
Kevin Roy,0.85
Robbie Russo,0.75
Asanali Sarkenov,0.775
Marco Scandella,3.275
James Scantlebury,0.775
Colton Sceviour,0.75
Jordan Schmaltz,0.7
Malte Setkov,0.775
Pavel Shen,0.809167
Sergei Shumakov,0.925
Deven Sideroff,0.728333
Colby Sissons,0.689333
Calle Sjalin,0.855
Mattias Sjogren,0.775
Jan Skok,0.775
Daniil Skvortsov,0.775
Gemel Smith,0.75
Nick Sorensen,0.803333
Nikita Soshnikov,0.75
Eric Staal,0.75
Alex Stalock,0.8
Jakob Stenqvist,0.775
Anton Stralman,1.0
Austen Swankler,0.775
Nicolas Sykora,0.775
Sasha Teleguine,0.775
Peter Thome,0.775
Nate Thompson,0.8
Calvin Thurkauf,0.7
Dominic Turgeon,0.75
Jerry Turkulainen,0.775
Carsen Twarynski,0.75
Pavel Tyutnev,0.775
Martin Vagner,0.775
Giovanni Vallati,0.775
Max Veronneau,0.75
Jake Virtanen,2.55
Justin Wade,0.775
Ludovic Waeber,0.95
Austin Wagner,1.133333
Sebastian Walfridsson,0.775
Brenden Walker,0.775
Lucas Wallmark,0.95
Brandon Whitney,0.775
David Wolf,0.775
William Worge Kreu,0.775
Chad Yetman,0.775
Cooper Zech,0.8375
Alexander Zhabreyev,0.775
Max Zimmer,0.775
Konrad Abeltshauser,0.775
Cameron Abney,0.775
Sena Acolatse,0.775
David Aebischer,0.775
Adam Ahman,0.775
Jonas Ahnelov,0.775
Cade Ahrenholz,0.775
Paul Albers,0.775
John Albert,0.65
Johan Alcen,0.775
Brandon Alderson,0.775
Juha Alen,0.775
Viktor Alexandrov,0.775
Yury Alexandrov,0.775
Vladimir Alistrov,0.775
Jean-Simon Allard,0.775
Daniel Altshuller,0.775
Ilya Altybarmakyan,0.775
Andres Ambuhl,0.775
Sam Anas,0.725
Julien Anctil,0.775
J.P. Anderson,0.775
Kent Anderson,0.775
Matt Anderson,0.775
Calle Andersson,0.775
Viktor Andren,0.775
Andy Andreoff,0.7625
Sven Andrighetto,1.4
Victor Antipin,0.925
Eetu Anttila,0.775
Brandon Archibald,0.775
Darren Archibald,0.65
Mark Arcobello,0.775
Jamie Armstrong,0.775
Derek Army,0.775
P.J. Atherton,0.775
Brent Aubin,0.775
Mathieu Aubin,0.775
Justin Auger,0.65
Gage Ausmus,0.775
Yohann Auvitu,0.7
Matvei Averochkin,0.775
Alexander Avtsin,0.775
Dick Axelsson,0.775
Richard Bachman,0.675
Casey Bailey,0.775
Robbie Baillargeon,0.775
Jake Baker,0.775
Corbin Baldwin,0.775
Keith Ballard,0.775
Egor Barabanov,0.775
Mark Barberio,1.45
Cam Barker,0.775
Matt Bartkowski,0.7
Victor Bartley,0.775
Patrik Bartosak,0.775
Carter Batchelder,0.775
Jay Beagle,3.0
Lieam Beamish,0.775
Charles-David Beaudoin,0.775
Josh Beaulieu,0.775
Taylor Beck,0.775
Matt Beleskey,3.8
Zach Bell,0.775
Jordie Benn,0.75
Mac Bennett,0.775
Andre Benoit,0.8
Hans Benson,0.775
Sean Bergenheim,0.775
Niclas Bergfors,0.775
Mason Bergh,0.775
Patrik Berglund,3.85
Julius Bergman,0.714167
Lean Bergmann,0.836667
Fredrik Bergvik,0.775
Matthew Berlin,0.775
Reto Berra,0.7
Tag Bertuzzi,0.775
Patriks Berzins,0.775
Grant Besse,0.775
Prabh Bhathal,0.775
Antoine Bibeau,0.75
Alex Biega,0.75
Tyler Bird,0.775
Mikhail Bitsadze,0.775
Paul Bittner,0.7475
Joseph Blandisi,0.7
Conner Bleackley,0.7
Anton Blomqvist,0.775
Mat Bodie,0.775
Mikkel Boedker,4.0
Aaron Bogosian,0.775
Sergei Boikov,0.681667
Jules Boilard,0.775
Danny Bois,0.775
Tyler Boland,0.775
Dave Bolland,5.5
Radovan Bondra,0.775
David Booth,0.7
Andreas Borgman,0.75
Mike Borkowski,0.775
Isac Born,0.775
Reid Boucher,0.75
Gabryel Boudreau,0.775
Lance Bouma,1.0
Gustav Bouramman,0.718333
Michael Bournival,0.65
Gabriel Bourque,0.7
Ryan Bourque,0.775
Trenton Bourque,0.775
Zach Boychuk,0.775
Brad Boyes,0.775
Brian Boyle,0.75
Kevin Boyle,0.775
Tyler Bozak,0.75
Matthew Bradley,0.775
Austen Brassard,0.775
T.J. Brennan,0.675
Scooter Brickey,0.775
Connor Brickley,0.65
Josh Brittain,0.775
Terry Broadhurst,0.775
Anthony Brodeur,0.775
Kyle Brodziak,1.15
Michael Brodzinski,0.778333
Devin Brosseau,0.775
Troy Brouwer,0.75
Caden Brown,0.775
Chris Brown,0.775
J.T. Brown,0.6875
Matt Brown,0.775
Benjamin Brunelle,0.775
Boston Buckberger,0.775
William Bundgaard,0.775
Vjateslav Buravchikov,0.775
Erik Burgdoerfer,0.65
Todd Burgess,0.775
Alex Burmistrov,0.775
Nikita Buruyanov,0.775
Ludwig Bystrom,0.65
Pavel Cajan,0.775
Michal Cajkovsky,0.65
Robert Calisti,0.775
Chris Calnan,0.775
Will Calverley,0.775
Taylor Cammarata,0.775
Mathew Campagna,0.775
Aidan Campbell,0.775
Colin Campbell,0.775
Gregory Campbell,0.775
Max Campbell,0.775
Cole Candella,0.775
Joe Cannata,0.665
Lorenzo Canonica,0.775
Robert Carpenter,0.775
Jacob Cederholm,0.775
Dennis Cesana,0.775
Jocktan Chainey,0.775
Matej Chalupa,0.925
Nikolai Chebykin,0.775
Andrei Chibisov,0.7925
Ivan Chukarov,0.775
Cameron Clarke,0.775
Adam Clendening,0.75
Cal Clutterbuck,1.75
Braydon Coburn,1.7
Luke Coleman,0.775
Brendan Collier,0.775
Ryan Collins,0.880833
Blake Comeau,1.0
Mike Condon,2.4
Cole Coskey,0.775
Jason Cotton,0.725
Joey Crabb,0.775
Lukas Craggs,0.925
Brandon Crawley,0.7
Karlis Cukste,0.775
Gianluca Curcuruto,0.775
John Dahlstrom,0.775
Nicolas Daigle,0.775
Zac Dalpe,0.775
Brandon Davidson,0.75
Brett Davis,0.775
Cole Davis,0.775
Tommaso De Luca,0.775
Michael Del Zotto,0.775
Aaron Dell,0.775
Vasili Demchenko,0.7925
Alexander Dergachyov,0.775
Roman Derlyuk,0.775
David Desharnais,1.0
Charlie Desroches,0.775
Josiah Didier,0.775
Jacob Dion,0.775
Nikita Dishkovsky,0.775
Tyler Donati,0.775
Matt Donovan,0.675
Reid Duke,0.7
Darels Dukurs,0.775
Liam Dunda,0.775
Adam Dybal,0.775
Cody Eakin,2.25
Alexander Edler,0.75
Beckham Edwards,0.775
Victor Ejdsell,0.83375
Remi Elie,0.75
Mitch Eliot,0.8225
Stefan Elliott,0.65
Axel Elofsson,0.775
Deryk Engelland,0.7
Noah Erliden,0.775
Joshua Ess,0.775
Giorgio Estephan,0.775
Viktor Fasth,0.775
Taylor Fedun,0.7625
Simon Fernholm,0.775
Ryan Fine,0.775
Giovanni Fiore,0.701667
Maddox Fleming,0.775
Owen Flores,0.775
Walter Flower,0.775
Steven Fogarty,0.7625
Christian Folin,0.8
Ivan Fomin,0.775
Makar Fomin,0.775
William Forsberg,0.775
Cole Fraser,0.775
Gabe Gagne,0.775
Amir Garayev,0.775
Max Gardiner,0.775
Frederik Gauthier,0.8
Eric Gelinas,0.75
Remi Gelinas,0.775
Chris Gibson,0.775
Jacob Golden,0.775
Alex Goligoski,2.0
Anatoly Golyshev,0.775
Luke Grainger,0.775
David Granberg,0.775
Markus Granlund,1.3
Tyler Graovac,0.7
Anthony Greco,0.7375
Andy Greene,0.75
Alex Guptill,0.775
Yegor Guskov,0.775
Lukas Gustafsson,0.775
Jaroslav Halak,1.5
Vojtech Hambalek,0.775
Freddie Hamilton,0.6125
Andrew Hammond,0.75
Markus Hannikainen,0.75
Stephen Harper,0.775
Daniel Hauser,0.775
Marek Hejduk,0.775
Riku Helenius,0.775
Hannes Hellberg,0.775
Filip Helt,0.775
Arvid Henrikson,0.775
Elton Hermansson,0.775
Fabrice Herzog,0.775
Brandon Hickey,0.925
Johnny Hicks,0.775
Ty Higgins,0.775
Mathew Hill,0.775
Blake Hillman,0.925
Connor Hobbs,0.72
Mitchell Hoelscher,0.775
Nick Holden,1.3
Braden Holtby,2.0
Marcel Hossa,0.775
Ben Hrebik,0.775
Rickard Hugg,0.775
Brad Hunt,0.7625
Tomas Hyka,0.65
Matt Irwin,0.775
Daniil Ivanov,0.775
Dmitrij Jaskin,3.2
Kyle Jenkins,0.775
Pontus Johansson,0.775
Luke Johnson,0.75
Ryan Jones,0.775
Steven Kampfer,0.775
Ruslan Karimov,0.775
Pavel Karnaukhov,0.775
Artyom Kashtanov,0.775
Simon Katolicky,0.775
Joonas Kemppainen,0.775
Tanner Kero,0.75
Jake Kielly,0.7
Johannes Kinnvall,0.925
Morgan Klimchuk,0.7
Carl Klingberg,0.775
Pavel Koltygin,0.775
Jan Kovar,2.0
Carter Kowalyk,0.775
Christian Krygier,0.775
Ryan Kuffner,0.925
John Kupsky,0.775
Roope Laavainen,0.775
Loic Lacasse,0.775
Maxime Lagace,0.75
Brian Lashoff,0.75
Jere Lassila,0.775
Zakary Lavoie,0.775
Josh Lawrence,0.775
Daniil Lazutin,0.775
Chris Leblanc,0.775
Lassi Lehtinen,0.775
Jeff Lerg,0.775
John Lethemon,0.7875
Maxim Letunov,0.75
Jesper Lindgren,0.775833
Anton Lindholm,0.7425
Jon Lizotte,0.75
Kyle Looft,0.775
Simon Lovsin,0.775
Keegan Lowe,0.675
Kasper Lundell,0.775
Ignat Lutfullin,0.775
Stephen MacAulay,0.775
Aleksi Makela,0.775
Sean Malone,0.75
Calem Mangone,0.775
Artyom Manukyan,0.775
Matyas Marik,0.775
Danick Martel,0.7
Kristian Marthinsen,0.775
Stefan Matteau,0.75
Marek Mazanec,0.65
Pierce Mbuyi,0.775
Colin McDonald,0.6375
Mason McDonald,0.830208
Deagen McMillan,0.775
Evgeny Medvedev,0.775
Gian Meier,0.775
Julian Melchiori,0.7
Jarett Meyer,0.775
Anders Miller,0.775
Torrey Mitchell,1.2
Ondrej Molnar,0.775
Jeremy Morin,0.775
Wade Murphy,0.775
Owen Murray,0.775
Jack Musa,0.775
Ivan Nalimov,0.775
Logan Neaton,0.775
Boo Nieves,0.708
Nikita Nikora,0.775
Artemi Nizameyev,0.775
David Noel,0.775
Markus Nutivaara,1.5
Rob OGara,0.874125
Konstantin Okulov,0.775
Kristian Oldham,0.775
Collin Olson,0.775
Austin Osmanski,0.775
Xavier Ouellet,0.7625
Martin Ouellette,0.775
Magnus Paajarvi,0.9
Lukas Pajer,0.775
Michael Paliotta,0.775
Jacob Paquette,0.775
Isa Parekh,0.775
Denis Parshin,0.775
Edward Pasquale,0.65
Nick Pastujov,0.775
Jake Paterson,0.775
Wouter Peeters,0.775
Zach Pelletier,0.775
Alexis Pepin,0.775
Marc-Antoine Pepin,0.775
Stuart Percy,0.775
Samu Perhonen,0.775
Francis Perron,0.715
Justin Peters,0.775
Avery Peterson,0.775
Blake Pietila,0.7
Brandon Pirri,0.775
Petr Pohl,0.775
Jason Pominville,5.6
Corey Potter,0.775
Josh Prokop,0.775
Liam Pue,0.775
Matt Puempel,0.675
Teemu Pulkkinen,0.7
John Quenneville,0.75
Alexander Radulov,6.25
Ruben Rafkin,0.775
Ville Rasanen,0.775
Ty Rattie,0.8
Chaz Reddekopp,0.733333
Mike Richards,0.775
Buddy Robinson,0.75
Mat Robson,0.925
Noah Rod,0.763333
Bennet Rossmy,0.775
Cameron Rowe,0.775
Frederick Roy,0.775
Sam Ruopp,0.775
Kieran Ruscheinski,0.775
Joakim Ryan,0.775
Kerby Rychel,0.65
Yegor Rykov,0.925
Drake Rymsha,0.733333
Dylan Sadowy,0.880833
Patrick Sanvido,0.775
Ashton Sautner,0.775
Yegor Savikov,0.775
Ryan Schmelzer,0.775
Cole Schneider,0.65
Cory Schneider,0.75
Nikita Serebryakov,0.775
Carter Serhyenko,0.775
Logan Shaw,0.725
Riley Sheahan,0.95
Yegor Shilov,0.775
Vadim Shipachyov,4.5
Daniel Shlaine,0.775
Duncan Siemens,0.75
Patrik Siikanen,0.775
Dylan Silverstein,0.775
Filip Sitar,0.775
Svante Sjodin,0.775
Jiri Smejkal,0.87
Adam Smith,0.775
Dalton Smith,0.7
Jeremy Smith,0.65
Devante Smith-Pelly,1.0
Luc Snuggerud,0.925
Markus Soberg,0.775
Andreas Soderberg,0.775
Jere Somervuori,0.775
Matthew Sop,0.775
Ryan Spooner,4.0
Michael St. Croix,0.775
Tyler Stahl,0.775
Beau Starrett,0.775
Paul Stastny,1.5
Kristers Steinbergs,0.775
Lars Steiner,0.775
Jacob Steinman,0.775
Karl Sterner,0.775
Luke Stevens,0.775
Jack Stockfish,0.775
Vojtech Strondala,0.775
Robbie Stucker,0.775
Hugo Styf,0.775
Oliver Suni,0.775
Maxim Sushko,0.775
Andrej Sustr,0.75
Brandon Sutter,1.125
Andrei Svetlakov,2.55
Kristian Tanus,0.775
Jake Taylor,0.775
Cole Temple,0.775
Chris Terry,0.675
Keaton Thompson,0.795
Josh Tordjman,0.775
Zach Trotman,0.7
Nikita Tryamkin,0.925
Odeen Tufto,0.8425
Joni Tuulola,0.7675
Jarret Tyszka,0.775
Eric Uba,0.775
Rinat Valiev,0.7
Jack Van Volsen,0.775
Mike Vecchione,0.75
Tommy Veilleux,0.775
Petter Vesterheim,0.775
Alexei Vlasov,0.775
Lars Volden,0.775
Daniel Walcott,0.75
Kevin Wall,0.775
Tyler Wallace,0.775
Keegan Warren,0.775
David Warsofsky,0.7
Jordan Weal,1.4
Matthew Wedman,0.775
Josh Wesley,0.695
Marcus Westfalt,0.775
Christopher Wilkie,0.775
Mike Williamson,0.775
Andreas Wingerli,0.775
Kai Wissmann,0.825
Nick Wolff,0.75
Brandon Wong,0.775
Chase Wouters,0.775
Xudong Xiang,0.775
Alexander Yelesin,0.925
Mitch Young,0.775
Dmitriy Zaitsev,0.775
Oleg Zaytsev,0.775
Daniil Zharkov,0.775
Dmitry Zhukenov,0.775
Jacob de la Rose,0.775
Carl Ackered,0.775
Luke Adam,0.775
Mark Adams,0.775
Roman Ahcan,0.775
Sami Aittokallio,0.775
Jason Akeson,0.775
Arttu Alasiurua,0.775
Yaroslav Alexeyev,0.775
Sam Alfano,0.775
Matt Alfaro,0.775
Akim Aliu,0.775
Conor Allen,0.775
Scott Allen,0.775
Johan Alm,0.775
Barry Almeida,0.775
Cody Almond,0.775
Adam Almquist,0.775
Jonas Almtorp,0.775
Oscar Alsenfelt,0.775
Dennis Altorn,0.775
Matthew Alvaro,0.775
Seth Ambroz,0.775
Ty Amonte,0.775
Terrance Amorosa,0.775
Niclas Andersen,0.775
Brandon Anderson,0.775
Chad Anderson,0.775
Joakim Andersson,0.775
Peter Andersson,0.775
Yusaku Ando,0.775
Cedrick Andree,0.775
Max Andreev,0.775
Viggo Andren,0.775
Brent Andrews,0.775
Maxim Andreyev,0.775
Sergey Andronov,0.775
Bryce Aneloski,0.775
Mike Angelidis,0.775
Vitaly Anikeyenko,0.775
Nikita Anokhovski,0.775
Ivan Anoshko,0.775
Brandon Anselmini,0.775
Sergei Anshakov,0.775
Steven Anthony,0.775
Joose Antonen,0.775
Eliot Antonietti,0.775
Danil Antropov,0.775
Daniil Apalkov,0.775
Tommy Apap,0.775
Luciano Aquino,0.775
Olivier Archambault,0.775
Andrew Archer,0.775
Charles Arend,0.775
Jayson Argue,0.775
Colby Armstrong,0.775
John Armstrong,0.775
Riley Armstrong,0.775
Jamie Arniel,0.775
Bill Arnold,0.775
Scott Arnold,0.775
Jonas Arntzen,0.775
Taylor Aronson,0.605
Vincent Arseneau,0.775
Evgeny Artyukhin,0.775
Brad Arvantis,0.775
Carter Ashton,0.775
Cameron Askew,0.775
Keegan Asmundson,0.775
Matthias Asperup,0.775
Jonatan Asplund,0.775
Peter Aston,0.775
Spencer Asuchak,0.775
Josh Atkinson,0.775
Tom Aubrun,0.775
Louis-Marc Aubry,0.775
Daniel Audette,0.668333
Jens Auke Hoekstra,0.775
Keith Aulie,0.775
Jared Aulin,0.775
Brady Austin,0.775
Tye Austin,0.775
Mike Aviani,0.775
Justin Azevedo,0.775
Anton Babchuk,0.775
Yegor Babenko,0.775
Noah Babin,0.775
Karch Bachman,0.775
Mattias Backman,0.775
Sean Backman,0.775
Robert Baco,0.775
Grayson Badger,0.775
Daniel Muzito Bagenda,0.775
Nick Bailen,0.775
Jason Bailey,0.775
Matt Bailey,0.775
Tyson Baillie,0.775
Andrei Bakanov,0.775
Daniel Baker,0.775
Justin Baker,0.775
Solag Bakich,0.775
Elskid Bakke Olsen,0.775
Martin Bakos,0.7
Gord Baldwin,0.775
Lee Baldwin,0.775
Jozef Balej,0.775
Chase Balisy,0.65
Mitchell Balmas,0.775
Chris Baltisberger,0.775
Carter Bancks,0.775
Daniel Bang,0.775
Matvei Bannikov,0.775
Derek Barach,0.775
Ivan Baranka,0.775
Venyamin Baranov,0.775
Ryan Barbosa,0.775
Jake Barczewski,0.775
Marcel Barinka,0.775
Logan Barlage,0.775
Joe Barnes,0.775
Joshua Barnes,0.775
Tyler Barnes,0.775
Brad Barone,0.775
Jay Barriball,0.775
Oskars Bartulis,0.775
Konstantin Barulin,0.775
Marcus Basara,0.775
Joe Basaraba,0.775
Danil Bashkirov,0.775
Ruslan Bashkirov,0.775
Roman Basran,0.775
Alex Basso,0.775
Jason Bast,0.775
Andy Bathgate,0.775
Oskars Batna,0.775
Mathias Bau,0.775
Kyle Bauman,0.775
Joby Baumuller,0.775
Kyle Baun,0.625
Stephen Baylis,0.775
Cody Beach,0.775
Kyle Beach,0.775
Matthew Beattie,0.775
Francois Beauchemin,1.7
Rejean Beauchemin,0.775
Matt Beaudoin,0.775
Philip Beaulieu,0.775
Gabriel Beaupre,0.775
Anthony Beauregard,0.775
Thomas Beauregard,0.775
Brett Beauvais,0.775
Francis Beauvillier,0.775
Luke Beaverson,0.775
Colton Beck,0.675
Joe Becker,0.775
Kyle Becker,0.775
Chris Beckford-Tseu,0.775
Alexandre Belanger,0.775
Matvei Belianini,0.775
Myles Bell,0.775
Rob Bellamy,0.775
Shawn Belle,0.775
Brett Bellemore,0.775
Anton Belov,0.775
Nikolai Belov,0.775
Marek Benda,0.775
Jordan Bendfeld,0.775
Christoffer Bengtsberg,0.775
Jacob Bengtsson,0.775
Lukas Bengtsson,0.925
Joey Benik,0.775
Quinn Benjafield,0.775
Brett Bennett,0.775
Kris Bennett,0.775
Brent Benson,0.775
Ben Berard,0.775
Alexei Bereglazov,0.925
Jackson Berezowski,0.775
Alain Berger,0.775
Chase Berger,0.775
Micah Berger,0.775
Antoine Bergeron,0.775
Justin Bergeron,0.775
Victor Berglind,0.775
Kristofer Berglund,0.775
Ralfs Bergmanis,0.775
Marek Berka,0.775
Andreas Bernard,0.775
Justin Bernhardt,0.775
Marc-Andre Bernier,0.775
Steve Bernier,0.65
Alex Berry,0.775
Matthew Berry,0.775
Shane Berschbach,0.775
Alessio Bertaggia,0.775
Adam Berti,0.775
Simon Bertilsson,0.775
Dan Bertram,0.775
Charles Bertrand,0.775
Jean-Sebastien Berube,0.775
Zachary Berzolla,0.775
Tyler Beskorowany,0.775
Jared Bethune,0.775
Ben Betker,0.775
Rayan Bettahar,0.775
Nick Betz,0.775
Greg Betzold,0.775
Brock Beukeboom,0.775
Danny Biega,0.775
Dominik Bielke,0.775
Tyler Biggs,0.775
Kyle Bigos,0.775
Ty Bilcke,0.775
Brian Billett,0.775
Julio Billia,0.775
Chad Billins,0.775
Nathan Billitier,0.775
Kristofers Bindulis,0.7925
Josh Birkholz,0.775
Dane Birks,0.755
Michal Birner,0.775
Sebastien Bisaillon,0.775
Alexander Bishop,0.775
Hunter Bishop,0.775
Tobie Bisson,0.775
Dominik Bittner,0.775
Byron Bitz,0.775
Michael Bitzer,0.775
Mathieu Bizier,0.775
Henrik Bjorklund,0.775
Ivan Bjorkly Nordstrom,0.775
Patrick Bjorkstrand,0.775
Hannes Bjorninen,0.775
Jesse Bjugstad,0.775
Graham Black,0.775
Jesse Blacker,0.775
Chase Blackmun,0.775
Jeremie Blain,0.775
Nicolas Blanchard,0.775
Alexander Blank,0.775
Nikita Blednov,0.775
Ricard Blidstrand,0.775
Severin Blindenbacher,0.775
Trenton Bliss,0.775
Mario Bliznak,0.775
Oskar Blomgren,0.775
Ludwig Blomstrand,0.775
Ben Blood,0.775
Evan Bloodoff,0.775
Jonathon Blum,0.775
Mike Blunden,0.775
Alex Boak,0.775
Ivan Bocharov,0.775
Rasmus Bodin,0.775
Andrew Bodnarchuk,0.725
Chris Bodo,0.775
Denis Bodrov,0.775
Corbin Boes,0.775
Marcus Bohman,0.775
Mike Boivin,0.775
Connor Boland,0.775
Bobby Bolt,0.775
Artur Boltanov,0.775
Jimmy Bonneau,0.775
Aaron Boogaard,0.775
Shaw Boomhower,0.775
Darryl Bootland,0.775
Rob Bordson,0.775
Casey Borer,0.775
Zachary Borgiel,0.775
Tyler Borgula,0.775
Francois Bouchard,0.775
Keven Bouchard,0.775
Xavier Bouchard,0.775
Evan Boucher,0.775
